Province/State,Country/Region,Confirmed,Deaths,Recovered,Measurement_Date
Wisconsin,US,2,0,0,2020-03-30
Georgia,US,13,0,0,2020-03-30
New York,US,0,0,0,2020-03-30
North Carolina,US,0,0,0,2020-03-30
Virginia,US,0,0,0,2020-03-30
Virginia,US,25,0,0,2020-03-30
Kansas,US,2,0,0,2020-03-30
Iowa,US,0,0,0,2020-03-30
New Mexico,US,2,0,0,2020-03-30
Colorado,US,0,0,0,2020-03-30
Colorado,US,3,0,0,2020-03-30
Indiana,US,25,0,0,2020-03-30
Missouri,US,2,0,0,2020-03-30
West Virginia,US,0,0,0,2020-03-30
California,US,291,9,0,2020-03-30
Tennessee,US,2,0,0,2020-03-30
West Virginia,US,2,0,0,2020-03-30
Virginia,US,2,0,0,2020-03-30
Virginia,US,6,0,0,2020-03-30
South Dakota,US,1,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Kentucky,US,0,0,0,2020-03-30
Tennessee,US,25,0,0,2020-03-30
Texas,US,2,0,0,2020-03-30
North Carolina,US,2,0,0,2020-03-30
Minnesota,US,0,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
Wisconsin,US,15,0,0,2020-03-30
Illinois,US,8,0,0,2020-03-30
Virginia,US,2,0,0,2020-03-30
Kentucky,US,0,0,0,2020-03-30
Georgia,US,18,1,0,2020-03-30
New Hampshire,US,100,1,0,2020-03-30
North Carolina,US,0,0,0,2020-03-30
Virginia,US,5,0,0,2020-03-30
New York,US,2511,8,0,2020-03-30
Texas,US,4,0,0,2020-03-30
Oklahoma,US,0,0,0,2020-03-30
Oklahoma,US,1,0,0,2020-03-30
North Dakota,US,0,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Montana,US,1,0,0,2020-03-30
New Mexico,US,1,0,0,2020-03-30
Michigan,US,1,0,0,2020-03-30
Minnesota,US,0,0,0,2020-03-30
Montana,US,0,0,0,2020-03-30
Ohio,US,1,0,0,2020-03-30
Colorado,US,16,0,0,2020-03-30
Kentucky,US,0,0,0,2020-03-30
North Carolina,US,18,1,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Indiana,US,4,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Texas,US,3,0,0,2020-03-30
Wisconsin,US,0,0,0,2020-03-30
Alabama,US,1,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Kentucky,US,0,0,0,2020-03-30
Virginia,US,0,0,0,2020-03-30
North Carolina,US,2,0,0,2020-03-30
Tennessee,US,48,0,0,2020-03-30
Vermont,US,6,0,0,2020-03-30
Louisiana,US,1,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Iowa,US,0,0,0,2020-03-30
California,US,224,7,0,2020-03-30
Maine,US,7,0,0,2020-03-30
Michigan,US,36,0,0,2020-03-30
Colorado,US,0,0,0,2020-03-30
New Jersey,US,3,0,0,2020-03-30
Virginia,US,0,0,0,2020-03-30
Arkansas,US,6,0,0,2020-03-30
Illinois,US,1,0,0,2020-03-30
Kansas,US,1,0,0,2020-03-30
Missouri,US,0,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
Utah,US,360,2,0,2020-03-30
South Carolina,US,1,0,0,2020-03-30
North Carolina,US,1,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
California,US,14,1,0,2020-03-30
California,US,111,3,0,2020-03-30
California,US,515,7,0,2020-03-30
California,US,374,6,0,2020-03-30
Texas,US,1,0,0,2020-03-30
California,US,123,6,0,2020-03-30
Colorado,US,0,0,0,2020-03-30
New Mexico,US,22,0,0,2020-03-30
Utah,US,4,0,0,2020-03-30
Washington,US,4,0,0,2020-03-30
California,US,71,0,0,2020-03-30
California,US,309,6,0,2020-03-30
Colorado,US,1,0,0,2020-03-30
New Mexico,US,1,0,0,2020-03-30
Texas,US,2,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
South Dakota,US,0,0,0,2020-03-30
Montana,US,0,0,0,2020-03-30
New Mexico,US,18,0,0,2020-03-30
Ohio,US,3,0,0,2020-03-30
Illinois,US,12,1,0,2020-03-30
Michigan,US,5,0,0,2020-03-30
Utah,US,0,0,0,2020-03-30
California,US,68,0,0,2020-03-30
California,US,848,28,0,2020-03-30
Arizona,US,2,0,0,2020-03-30
California,US,44,1,0,2020-03-30
New Mexico,US,34,0,0,2020-03-30
Florida,US,30,1,0,2020-03-30
Florida,US,61,2,0,2020-03-30
New York,US,108,1,0,2020-03-30
North Dakota,US,0,0,0,2020-03-30
Nebraska,US,13,0,0,2020-03-30
Wisconsin,US,13,1,0,2020-03-30
Nebraska,US,2,0,0,2020-03-30
Wisconsin,US,0,0,0,2020-03-30
New York,US,80,1,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Georgia,US,1,0,0,2020-03-30
New York,US,6,0,0,2020-03-30
Michigan,US,0,0,0,2020-03-30
Illinois,US,0,0,0,2020-03-30
Missouri,US,0,0,0,2020-03-30
New York,US,2,0,0,2020-03-30
Pennsylvania,US,30,0,0,2020-03-30
Ohio,US,0,0,0,2020-03-30
Missouri,US,0,0,0,2020-03-30
North Carolina,US,2,0,0,2020-03-30
Arkansas,US,0,0,0,2020-03-30
Illinois,US,0,0,0,2020-03-30
Indiana,US,1,1,0,2020-03-30
Iowa,US,16,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Kentucky,US,6,0,0,2020-03-30
Minnesota,US,10,0,0,2020-03-30
Mississippi,US,7,0,0,2020-03-30
Missouri,US,5,0,0,2020-03-30
Tennessee,US,2,0,0,2020-03-30
Virginia,US,0,0,0,2020-03-30
Nebraska,US,1,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Arkansas,US,2,0,0,2020-03-30
Arkansas,US,5,0,0,2020-03-30
Colorado,US,0,0,0,2020-03-30
Kansas,US,49,1,0,2020-03-30
Florida,US,87,0,0,2020-03-30
Georgia,US,5,0,0,2020-03-30
Oklahoma,US,1,0,0,2020-03-30
New York,US,0,0,0,2020-03-30
Ohio,US,3,0,0,2020-03-30
Tennessee,US,0,0,0,2020-03-30
Oklahoma,US,2,1,0,2020-03-30
Arkansas,US,1,0,0,2020-03-30
Tennessee,US,6,0,0,2020-03-30
Utah,US,0,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Missouri,US,0,0,0,2020-03-30
Mississippi,US,1,0,0,2020-03-30
Arkansas,US,0,0,0,2020-03-30
California,US,4,1,0,2020-03-30
Wisconsin,US,0,0,0,2020-03-30
Kansas,US,14,1,0,2020-03-30
Wisconsin,US,8,0,0,2020-03-30
Alabama,US,79,0,0,2020-03-30
Illinois,US,0,0,0,2020-03-30
Indiana,US,13,0,0,2020-03-30
Iowa,US,3,0,0,2020-03-30
Kentucky,US,1,0,0,2020-03-30
Missouri,US,1,0,0,2020-03-30
Ohio,US,4,0,0,2020-03-30
Tennessee,US,396,1,0,2020-03-30
Texas,US,2,0,0,2020-03-30
Virginia,US,6,0,0,2020-03-30
Minnesota,US,7,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Montana,US,0,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
North Dakota,US,0,0,0,2020-03-30
Wyoming,US,8,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
Oregon,US,0,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Michigan,US,8,0,0,2020-03-30
Idaho,US,0,0,0,2020-03-30
Minnesota,US,1,0,0,2020-03-30
California,US,0,0,0,2020-03-30
New Mexico,US,0,0,0,2020-03-30
Montana,US,9,0,0,2020-03-30
Kentucky,US,4,0,0,2020-03-30
Mississippi,US,2,0,0,2020-03-30
Iowa,US,2,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
North Dakota,US,1,0,0,2020-03-30
California,US,4,0,0,2020-03-30
Alaska,US,0,0,0,2020-03-30
Washington,US,101,3,0,2020-03-30
Alaska,US,0,0,0,2020-03-30
Washington,US,1,0,0,2020-03-30
North Dakota,US,0,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Mississippi,US,1,0,0,2020-03-30
Tennessee,US,1,0,0,2020-03-30
Texas,US,32,1,0,2020-03-30
Virginia,US,1,0,0,2020-03-30
Washington,US,1068,23,0,2020-03-30
Pennsylvania,US,2,0,0,2020-03-30
New Mexico,US,2,0,0,2020-03-30
California,US,34,0,0,2020-03-30
Maine,US,1,0,0,2020-03-30
Maryland,US,1,0,0,2020-03-30
New Jersey,US,349,6,0,2020-03-30
Pennsylvania,US,2,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
California,US,58,1,0,2020-03-30
Virginia,US,1,0,0,2020-03-30
Alaska,US,0,0,0,2020-03-30
Georgia,US,12,0,0,2020-03-30
South Carolina,US,30,0,0,2020-03-30
Indiana,US,0,0,0,2020-03-30
Kentucky,US,2,0,0,2020-03-30
South Dakota,US,0,0,0,2020-03-30
Washington,US,136,4,0,2020-03-30
Virginia,US,6,0,0,2020-03-30
Louisiana,US,53,2,0,2020-03-30
Louisiana,US,36,3,0,2020-03-30
Missouri,US,56,2,0,2020-03-30
Alabama,US,13,0,0,2020-03-30
Illinois,US,36,2,0,2020-03-30
Michigan,US,25,0,0,2020-03-30
Missouri,US,0,0,0,2020-03-30
Wisconsin,US,4,0,0,2020-03-30
Arkansas,US,0,0,0,2020-03-30
Missouri,US,3,0,0,2020-03-30
Louisiana,US,0,0,0,2020-03-30
Louisiana,US,65,3,0,2020-03-30
Louisiana,US,75,8,0,2020-03-30
Florida,US,60,2,0,2020-03-30
Indiana,US,36,1,0,2020-03-30
Michigan,US,3,0,0,2020-03-30
Louisiana,US,15,1,0,2020-03-30
New York,US,13,0,0,2020-03-30
Minnesota,US,12,0,0,2020-03-30
Missouri,US,366,2,0,2020-03-30
Missouri,US,102,1,0,2020-03-30
Florida,US,29,2,0,2020-03-30
Louisiana,US,20,3,0,2020-03-30
Louisiana,US,10,0,0,2020-03-30
Maryland,US,9,0,0,2020-03-30
Louisiana,US,186,4,0,2020-03-30
Kansas,US,1,0,0,2020-03-30
Virginia,US,20,0,0,2020-03-30
California,US,31,0,0,2020-03-30
South Dakota,US,0,0,0,2020-03-30
North Carolina,US,5,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
Illinois,US,0,0,0,2020-03-30
North Dakota,US,10,0,0,2020-03-30
Ohio,US,44,2,0,2020-03-30
Indiana,US,1,0,0,2020-03-30
Texas,US,2,0,0,2020-03-30
Virginia,US,0,0,0,2020-03-30
Missouri,US,0,0,0,2020-03-30
Minnesota,US,5,0,0,2020-03-30
Minnesota,US,6,0,0,2020-03-30
North Dakota,US,0,0,0,2020-03-30
Georgia,US,3,0,0,2020-03-30
Oklahoma,US,2,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Illinois,US,3,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Indiana,US,1,0,0,2020-03-30
New York,US,19,0,0,2020-03-30
Kansas,US,2,0,0,2020-03-30
Minnesota,US,0,0,0,2020-03-30
Washington,US,3,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
Tennessee,US,0,0,0,2020-03-30
Montana,US,0,0,0,2020-03-30
Missouri,US,2,0,0,2020-03-30
North Carolina,US,0,0,0,2020-03-30
Arkansas,US,1,0,0,2020-03-30
Mississippi,US,0,0,0,2020-03-30
Missouri,US,1,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Nevada,US,0,0,0,2020-03-30
Iowa,US,2,0,0,2020-03-30
New Hampshire,US,17,0,0,2020-03-30
North Dakota,US,0,0,0,2020-03-30
Wyoming,US,1,0,0,2020-03-30
Massachusetts,US,1115,5,0,2020-03-30
New York,US,5791,40,0,2020-03-30
Virginia,US,3,0,0,2020-03-30
Indiana,US,1,0,0,2020-03-30
Missouri,US,0,0,0,2020-03-30
New Hampshire,US,3,0,0,2020-03-30
New York,US,101,0,0,2020-03-30
Pennsylvania,US,0,0,0,2020-03-30
Tennessee,US,8,0,0,2020-03-30
South Dakota,US,0,0,0,2020-03-30
West Virginia,US,0,0,0,2020-03-30
Colorado,US,14,0,0,2020-03-30
Ohio,US,118,5,0,2020-03-30
Utah,US,167,0,0,2020-03-30
Kansas,US,1,0,0,2020-03-30
Tennessee,US,179,4,0,2020-03-30
Alabama,US,0,0,0,2020-03-30
Florida,US,46,0,0,2020-03-30
Georgia,US,16,1,0,2020-03-30
South Carolina,US,34,2,0,2020-03-30
Mississippi,US,10,1,0,2020-03-30
North Carolina,US,2,0,0,2020-03-30
Virginia,US,0,0,0,2020-03-30
Pennsylvania,US,1,0,0,2020-03-30
Delaware,US,81,1,0,2020-03-30
New Jersey,US,113,1,0,2020-03-30
Virginia,US,0,0,0,2020-03-30
California,US,6,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Florida,US,3,0,0,2020-03-30
North Carolina,US,0,0,0,2020-03-30
Montana,US,0,0,0,2020-03-30
Wyoming,US,1,0,0,2020-03-30
Minnesota,US,0,0,0,2020-03-30
Texas,US,1,0,0,2020-03-30
Indiana,US,3,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
Maryland,US,4,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
Alabama,US,5,0,0,2020-03-30
Mississippi,US,2,0,0,2020-03-30
Alabama,US,8,0,0,2020-03-30
Iowa,US,10,0,0,2020-03-30
Missouri,US,2,0,0,2020-03-30
Louisiana,US,18,0,0,2020-03-30
New Mexico,US,9,0,0,2020-03-30
Texas,US,238,1,0,2020-03-30
Mississippi,US,9,0,0,2020-03-30
Georgia,US,2,0,0,2020-03-30
Florida,US,0,0,0,2020-03-30
Georgia,US,1,0,0,2020-03-30
Iowa,US,1,0,0,2020-03-30
Kentucky,US,0,0,0,2020-03-30
Texas,US,11,0,0,2020-03-30
West Virginia,US,0,0,0,2020-03-30
Wisconsin,US,0,0,0,2020-03-30
Illinois,US,4,0,0,2020-03-30
Virginia,US,2,0,0,2020-03-30
California,US,0,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
Colorado,US,7,1,0,2020-03-30
Louisiana,US,0,0,0,2020-03-30
Louisiana,US,34,1,0,2020-03-30
Georgia,US,12,2,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Texas,US,4,0,0,2020-03-30
Idaho,US,2,0,0,2020-03-30
Montana,US,0,0,0,2020-03-30
Wyoming,US,16,0,0,2020-03-30
Missouri,US,1,0,0,2020-03-30
Oklahoma,US,1,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
Georgia,US,7,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
Washington,US,36,0,0,2020-03-30
Georgia,US,19,0,0,2020-03-30
Oregon,US,3,0,0,2020-03-30
Oklahoma,US,0,0,0,2020-03-30
New York,US,7,0,0,2020-03-30
Pennsylvania,US,1,0,0,2020-03-30
Mississippi,US,23,2,0,2020-03-30
Indiana,US,14,1,0,2020-03-30
Indiana,US,4,0,0,2020-03-30
Tennessee,US,15,0,0,2020-03-30
Mississippi,US,0,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Kentucky,US,0,0,0,2020-03-30
Minnesota,US,0,0,0,2020-03-30
South Dakota,US,1,0,0,2020-03-30
Connecticut,US,50,4,0,2020-03-30
Texas,US,6,0,0,2020-03-30
New York,US,70,0,0,2020-03-30
Utah,US,9,0,0,2020-03-30
Montana,US,6,2,0,2020-03-30
Georgia,US,2,0,0,2020-03-30
New Mexico,US,0,0,0,2020-03-30
North Dakota,US,0,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
North Dakota,US,0,0,0,2020-03-30
North Carolina,US,3,0,0,2020-03-30
Minnesota,US,0,0,0,2020-03-30
Texas,US,206,2,0,2020-03-30
Montana,US,0,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Wisconsin,US,0,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
Kentucky,US,0,0,0,2020-03-30
Kentucky,US,0,0,0,2020-03-30
California,US,0,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
South Dakota,US,0,0,0,2020-03-30
Georgia,US,11,1,0,2020-03-30
Tennessee,US,1,0,0,2020-03-30
Ohio,US,42,2,0,2020-03-30
West Virginia,US,2,0,0,2020-03-30
California,US,35,1,0,2020-03-30
Oklahoma,US,65,3,0,2020-03-30
Mississippi,US,6,1,0,2020-03-30
California,US,0,0,0,2020-03-30
Georgia,US,3,0,0,2020-03-30
South Dakota,US,1,0,0,2020-03-30
Alabama,US,24,0,0,2020-03-30
Ohio,US,7,0,0,2020-03-30
Michigan,US,5,1,0,2020-03-30
Georgia,US,2,0,0,2020-03-30
Idaho,US,3,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
West Virginia,US,0,0,0,2020-03-30
North Carolina,US,0,0,0,2020-03-30
Wyoming,US,0,0,0,2020-03-30
Utah,US,0,0,0,2020-03-30
New York,US,190,0,0,2020-03-30
Oregon,US,4,0,0,2020-03-30
Alaska,US,0,2,0,2020-03-30
Arizona,US,0,9,0,2020-03-30
Arkansas,US,49,2,0,2020-03-30
California,US,0,0,0,2020-03-30
Colorado,US,186,1,0,2020-03-30
Connecticut,US,176,0,0,2020-03-30
Florida,US,1,4,0,2020-03-30
Georgia,US,164,1,0,2020-03-30
Hawaii,US,8,0,0,2020-03-30
Illinois,US,13,0,0,2020-03-30
Kentucky,US,53,2,0,2020-03-30
Louisiana,US,14,0,0,2020-03-30
Maine,US,5,0,0,2020-03-30
Maryland,US,0,1,0,2020-03-30
Massachusetts,US,489,9,0,2020-03-30
Michigan,US,78,0,0,2020-03-30
Minnesota,US,0,1,0,2020-03-30
Mississippi,US,89,2,0,2020-03-30
Nebraska,US,2,0,0,2020-03-30
Nevada,US,132,0,0,2020-03-30
New Hampshire,US,56,0,0,2020-03-30
New Jersey,US,3847,91,0,2020-03-30
New York,US,0,298,0,2020-03-30
North Carolina,US,0,1,0,2020-03-30
North Dakota,US,0,1,0,2020-03-30
Rhode Island,US,171,4,0,2020-03-30
Tennessee,US,197,4,0,2020-03-30
Vermont,US,28,7,0,2020-03-30
Washington,US,274,0,0,2020-03-30
Wisconsin,US,0,0,0,2020-03-30
Tennessee,US,1,0,0,2020-03-30
Arkansas,US,7,0,0,2020-03-30
Florida,US,0,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
Illinois,US,0,0,0,2020-03-30
Indiana,US,0,0,0,2020-03-30
Iowa,US,0,0,0,2020-03-30
Kentucky,US,1,0,0,2020-03-30
Louisiana,US,9,0,0,2020-03-30
Mississippi,US,3,0,0,2020-03-30
New Jersey,US,1213,7,0,2020-03-30
New Mexico,US,0,0,0,2020-03-30
North Carolina,US,38,0,0,2020-03-30
Ohio,US,4,0,0,2020-03-30
Oregon,US,1,0,0,2020-03-30
Pennsylvania,US,4,0,0,2020-03-30
South Carolina,US,3,0,0,2020-03-30
South Dakota,US,1,0,0,2020-03-30
Tennessee,US,1,0,0,2020-03-30
Texas,US,2,0,0,2020-03-30
West Virginia,US,1,0,0,2020-03-30
Georgia,US,5,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Utah,US,57,0,0,2020-03-30
Texas,US,2,0,0,2020-03-30
Texas,US,5,0,0,2020-03-30
Alaska,US,0,0,0,2020-03-30
New Mexico,US,2,0,0,2020-03-30
Idaho,US,1,0,0,2020-03-30
Montana,US,0,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
Arkansas,US,20,0,0,2020-03-30
Iowa,US,1,0,0,2020-03-30
Michigan,US,4,0,0,2020-03-30
Tennessee,US,0,0,0,2020-03-30
Ohio,US,1,0,0,2020-03-30
Texas,US,2,1,0,2020-03-30
North Carolina,US,3,0,0,2020-03-30
Indiana,US,17,0,0,2020-03-30
Pennsylvania,US,1,0,0,2020-03-30
California,US,109,4,0,2020-03-30
Illinois,US,0,0,0,2020-03-30
Louisiana,US,3,1,0,2020-03-30
Indiana,US,0,0,0,2020-03-30
Louisiana,US,3,0,0,2020-03-30
Missouri,US,0,0,0,2020-03-30
Wisconsin,US,0,0,0,2020-03-30
Texas,US,6,0,0,2020-03-30
Indiana,US,7,1,0,2020-03-30
Wisconsin,US,3,0,0,2020-03-30
Ohio,US,0,0,0,2020-03-30
Virginia,US,52,1,0,2020-03-30
Florida,US,65,1,0,2020-03-30
Illinois,US,0,0,0,2020-03-30
Indiana,US,1,0,0,2020-03-30
Minnesota,US,6,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Minnesota,US,0,0,0,2020-03-30
Oklahoma,US,8,1,0,2020-03-30
Washington,US,0,0,0,2020-03-30
North Carolina,US,166,0,0,2020-03-30
Florida,US,1,0,0,2020-03-30
Maine,US,2,0,0,2020-03-30
Alabama,US,30,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
Texas,US,3,0,0,2020-03-30
Washington,US,6,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Texas,US,3,0,0,2020-03-30
Oregon,US,0,0,0,2020-03-30
North Dakota,US,1,0,0,2020-03-30
Mississippi,US,5,0,0,2020-03-30
Florida,US,15,0,0,2020-03-30
Georgia,US,4,0,0,2020-03-30
South Dakota,US,0,0,0,2020-03-30
Wisconsin,US,6,0,0,2020-03-30
Iowa,US,1,0,0,2020-03-30
North Dakota,US,9,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Georgia,US,5,0,0,2020-03-30
Georgia,US,1,0,0,2020-03-30
Illinois,US,0,0,0,2020-03-30
Indiana,US,2,0,0,2020-03-30
Iowa,US,1,0,0,2020-03-30
Kentucky,US,12,0,0,2020-03-30
Mississippi,US,1,0,0,2020-03-30
Missouri,US,2,0,0,2020-03-30
New Jersey,US,68,1,0,2020-03-30
New York,US,18,0,0,2020-03-30
North Carolina,US,0,0,0,2020-03-30
Ohio,US,20,0,0,2020-03-30
Pennsylvania,US,1,0,0,2020-03-30
Tennessee,US,0,0,0,2020-03-30
Virginia,US,2,0,0,2020-03-30
Indiana,US,8,0,0,2020-03-30
Utah,US,44,0,0,2020-03-30
Oregon,US,5,0,0,2020-03-30
Minnesota,US,3,0,0,2020-03-30
Wyoming,US,1,0,0,2020-03-30
Wisconsin,US,0,0,0,2020-03-30
Alabama,US,4,0,0,2020-03-30
Arkansas,US,15,0,0,2020-03-30
Colorado,US,1,0,0,2020-03-30
Florida,US,1,0,0,2020-03-30
Georgia,US,2,0,0,2020-03-30
Idaho,US,0,0,0,2020-03-30
Illinois,US,1,0,0,2020-03-30
Indiana,US,6,0,0,2020-03-30
Iowa,US,18,1,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Kentucky,US,1,0,0,2020-03-30
Louisiana,US,22,1,0,2020-03-30
Maine,US,0,0,0,2020-03-30
Maryland,US,7,0,0,2020-03-30
Minnesota,US,34,0,0,2020-03-30
Mississippi,US,16,0,0,2020-03-30
Missouri,US,0,0,0,2020-03-30
Nebraska,US,9,0,0,2020-03-30
New York,US,9,0,0,2020-03-30
North Carolina,US,1,0,0,2020-03-30
Ohio,US,3,0,0,2020-03-30
Oklahoma,US,20,0,0,2020-03-30
Oregon,US,168,3,0,2020-03-30
Pennsylvania,US,26,0,0,2020-03-30
Rhode Island,US,23,0,0,2020-03-30
Tennessee,US,14,0,0,2020-03-30
Texas,US,8,0,0,2020-03-30
Utah,US,15,1,0,2020-03-30
Vermont,US,12,0,0,2020-03-30
Virginia,US,2,0,0,2020-03-30
Wisconsin,US,34,0,0,2020-03-30
Oklahoma,US,0,0,0,2020-03-30
Nevada,US,111,1,0,2020-03-30
Michigan,US,266,6,0,2020-03-30
North Carolina,US,5,0,0,2020-03-30
Minnesota,US,1,0,0,2020-03-30
Wisconsin,US,93,0,0,2020-03-30
Wisconsin,US,1,1,0,2020-03-30
Wisconsin,US,0,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
Illinois,US,0,0,0,2020-03-30
Indiana,US,1,0,0,2020-03-30
Iowa,US,0,0,0,2020-03-30
Kentucky,US,1,0,0,2020-03-30
Michigan,US,3195,83,0,2020-03-30
Mississippi,US,0,0,0,2020-03-30
Missouri,US,0,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
New York,US,15,0,0,2020-03-30
North Carolina,US,4,0,0,2020-03-30
Ohio,US,7,0,0,2020-03-30
Pennsylvania,US,10,0,0,2020-03-30
Tennessee,US,0,0,0,2020-03-30
Utah,US,0,0,0,2020-03-30
West Virginia,US,0,0,0,2020-03-30
Virginia,US,0,0,0,2020-03-30
Tennessee,US,1,0,0,2020-03-30
Texas,US,35,1,0,2020-03-30
Utah,US,39,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
Iowa,US,1,0,0,2020-03-30
Kentucky,US,2,0,0,2020-03-30
Louisiana,US,11,1,0,2020-03-30
Mississippi,US,3,1,0,2020-03-30
Missouri,US,0,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
West Virginia,US,0,0,0,2020-03-30
Colorado,US,180,9,0,2020-03-30
Indiana,US,1,0,0,2020-03-30
North Dakota,US,0,0,0,2020-03-30
Louisiana,US,12,1,0,2020-03-30
Louisiana,US,0,0,0,2020-03-30
Louisiana,US,4,0,0,2020-03-30
New York,US,9326,10,0,2020-03-30
Pennsylvania,US,55,0,0,2020-03-30
Virginia,US,0,0,0,2020-03-30
Wyoming,US,0,0,0,2020-03-30
West Virginia,US,1,0,0,2020-03-30
Michigan,US,2,0,0,2020-03-30
Texas,US,6,0,0,2020-03-30
Washington,US,116,7,0,2020-03-30
Montana,US,0,0,0,2020-03-30
Georgia,US,1,0,0,2020-03-30
Nebraska,US,0,0,0,2020-03-30
Oregon,US,0,0,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Arkansas,US,6,0,0,2020-03-30
Georgia,US,1,0,0,2020-03-30
Illinois,US,0,0,0,2020-03-30
Indiana,US,2,0,0,2020-03-30
Tennessee,US,1,0,0,2020-03-30
Nevada,US,0,0,0,2020-03-30
Illinois,US,4,0,0,2020-03-30
Georgia,US,7,2,0,2020-03-30
Indiana,US,1,0,0,2020-03-30
Kentucky,US,0,0,0,2020-03-30
Washington,US,8,0,0,2020-03-30
Montana,US,0,0,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
Texas,US,28,0,0,2020-03-30
Maryland,US,6,1,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Alabama,US,2,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
Georgia,US,1,0,0,2020-03-30
North Carolina,US,1,0,0,2020-03-30
Minnesota,US,1,0,0,2020-03-30
Georgia,US,0,0,0,2020-03-30
Mississippi,US,12,2,0,2020-03-30
Illinois,US,223,5,0,2020-03-30
Texas,US,2,0,0,2020-03-30
North Dakota,US,0,0,0,2020-03-30
Ohio,US,0,0,0,2020-03-30
South Carolina,US,2,0,0,2020-03-30
Virginia,US,7,1,0,2020-03-30
Illinois,US,1,0,0,2020-03-30
Tennessee,US,101,0,0,2020-03-30
Texas,US,37,1,0,2020-03-30
Kansas,US,0,0,0,2020-03-30
North Carolina,US,13,0,0,2020-03-30
Tennessee,US,27,0,0,2020-03-30
Texas,US,2,0,0,2020-03-30
Virginia,US,3,0,0,2020-03-30
Connecticut,US,10,0,0,2020-03-30
Vermont,US,11,0,0,2020-03-30
Vermont,US,18,1,0,2020-03-30
Texas,US,0,0,0,2020-03-30
Louisiana,US,1,0,0,2020-03-30
Illinois,US,13,0,0,2020-03-30
Iowa,US,0,0,0,2020-03-30
Wisconsin,US,10,0,0,2020-03-30
